0	0	31715818	1
2	0	13734012	1
4	0	22942787	1
6	0	2613775	1
9	0	44265107	1
10	0	32587939	1
11	0	32587939	1
12	0	33409100	1
14	0	641786	1
15	0	22080671	1
17	0	1606628	1
18	0	22942787	1
19	0	3202143	1
20	0	3202143	1
21	0	41493639	1
22	0	6490571	1
24	0	3471191	1
25	0	2613775	1
26	0	32390525	1
27	0	32390525	1
28	0	12670680	1
30	0	24341590	1
32	0	12428497	1
34	0	11705328	1
35	0	5152028	1
35	0	11705328	1
37	0	5152028	1
37	0	11705328	1
39	0	13497630	1
40	0	13497630	1
41	0	18174210	1
43	0	7224723	1
44	0	56893404	1
45	0	56893404	1
46	0	380526	1
47	0	3512154	1
47	0	26996935	1
52	0	45638119	1
55	0	49556906	1
58	0	4709641	1
60	0	13899137	1
60	0	13901073	1
61	0	13899137	1
61	0	13901073	1
62	0	32587939	1
63	0	40349336	1
64	0	40349336	1
66	0	14806256	1
67	0	21295300	1
68	0	21295300	1
69	0	5956380	1
69	0	4414547	1
71	0	1127562	1
73	0	6076903	1
74	0	4387784	1
76	0	5531479	1
77	0	5531479	1
78	0	5099266	1
79	0	5099266	1
80	0	4920376	1
81	0	1797622	1
82	0	3619372	1
85	0	7521113	1
85	0	22406695	1
86	0	7521113	1
86	0	22406695	1
88	0	7521113	1
88	0	22406695	1
89	0	7521113	1
89	0	22406695	1
90	0	22406695	1
91	0	1084345	1
92	0	1084345	1
93	0	2692522	1
95	0	1215116	1
96	0	14500725	1
98	0	6540064	1
104	0	40164383	1
105	0	36606083	1
106	0	25515907	1
106	0	5151024	1
108	0	6191684	1
108	0	22995579	1
108	0	23865182	1
109	0	4319174	1
111	0	13513790	1
112	0	6157837	1
114	0	33872649	1
116	0	33872649	1
119	0	14606752	1
120	0	14606752	1
121	0	31460499	1
122	0	31460499	1
123	0	4883040	1
126	0	24512064	1
134	0	4695046	1
138	0	26016929	1
139	0	22080671	1
144	0	10582939	1
149	0	6227220	1
152	0	15488881	1
153	0	4702639	1
154	0	4702639	1
155	0	37549932	1
156	0	37549932	1
157	0	13439128	1
159	0	9394119	1
160	0	52874170	1
161	0	6903077	1
164	0	5824985	1
165	0	5824985	1
166	0	18872233	1
167	0	18872233	1
168	0	5824985	1
169	0	5824985	1
172	0	12670680	1
173	0	8126244	1
174	0	1710116	1
175	0	1710116	1
176	0	32587939	1
177	0	9669099	1
178	0	16322674	1
178	0	27123743	1
178	0	23557241	1
178	0	17450673	1
181	0	16966326	1
182	0	11369420	1
184	0	12827098	1
186	0	16855829	1
187	0	16855829	1
189	0	4421578	1
196	0	19313533	1
197	0	2177022	1
199	0	2177022	1
200	0	18231807	1
201	0	2462673	1
203	0	9558539	1
204	0	7898952	1
205	0	7898952	1
205	0	470625	1
209	0	32587939	1
210	0	13794374	1
211	0	13794374	1
214	0	13625993	1
220	0	19205437	1
221	0	19205437	1
222	0	19205437	1
223	0	2014909	1
224	0	6944800	1
225	0	6944800	1
226	0	6944800	1
227	0	26973393	1
228	0	4928057	1
229	0	56893404	1
235	0	4388470	1
241	0	2212067	1
241	0	10608822	1
242	0	2212067	1
242	0	10608822	1
243	0	8148122	1
244	0	21498497	1
245	0	8447873	1
245	0	3430789	1
246	0	8447873	1
246	0	3430789	1
247	0	13578199	1
250	0	1568684	1
251	0	1568684	1
253	0	37424881	1
254	0	37424881	1
255	0	5850219	1
256	0	5850219	1
258	0	22080671	1
259	0	8883846	1
262	0	14610165	1
263	0	11328820	1
263	0	30041340	1
263	0	14853989	1
264	0	11328820	1
265	0	2033917	1
266	0	22405338	1
267	0	5912283	1
267	0	31554917	1
272	0	11614737	1
277	0	14376683	1
278	0	14376683	1
280	0	25001628	1
281	0	4632921	1
283	0	1974176	1
285	0	5548081	1
286	0	4709641	1
287	0	4709641	1
290	0	15048300	1
292	0	15048300	1
293	0	10874408	1
296	0	4398832	1
299	0	39381118	1
301	0	3553087	1
304	0	14797520	1
305	0	14797520	1
306	0	7821634	1
308	0	7821634	1
309	0	7821634	1
310	0	6173523	1
313	0	6173523	1
315	0	3701541	1
316	0	712078	1
317	0	4506414	1
323	0	2014909	1
325	0	40349336	1
326	0	40349336	1
330	0	9505448	1
331	0	9505448	1
332	0	29023309	1
333	0	29023309	1
334	0	25079962	1
335	0	1780819	1
336	0	2097256	1
337	0	2097256	1
339	0	23349986	1
340	0	7098463	1
341	0	7098463	1
342	0	7873737	1
342	0	5884524	1
345	0	4394817	1
346	0	11902109	1
347	0	11902109	1
349	0	13497630	1
351	0	14658685	1
352	0	14658685	1
355	0	12800122	1
355	0	38380061	1
356	0	6144337	1
357	0	18111172	1
358	0	18111172	1
361	0	38587347	1
363	0	5386514	1
364	0	1550937	1
365	0	600437	1
366	0	13956305	1
367	0	27099731	1
368	0	27099731	1
369	0	6826100	1
370	0	1550937	1
371	0	1550937	1
372	0	24922825	1
375	0	1522647	1
376	0	22401061	1
377	0	18810195	1
378	0	45154987	1
378	0	10534299	1
378	0	11886686	1
378	0	25007443	1
378	0	17150648	1
379	0	19005293	1
381	0	18340282	1
382	0	11659421	1
383	0	13770184	1
389	0	1148122	1
390	0	1148122	1
391	0	1148122	1
392	0	1148122	1
393	0	1148122	1
394	0	11360768	1
396	0	1456068	1
397	0	1456068	1
398	0	8883846	1
400	0	791050	1
401	0	5633876	1
403	0	1921218	1
404	0	1921218	1
406	0	6796297	1
407	0	9889151	1
413	0	6309659	1
414	0	6309659	1
416	0	6309659	1
417	0	6309659	1
418	0	16660256	1
420	0	9315213	1
422	0	11172205	1
423	0	8595678	1
425	0	33257464	1
426	0	16728949	1
428	0	16728949	1
429	0	36540079	1
430	0	28937856	1
